"Wundanyi","-","-","-","-","-","-","-",35.43,35.70,36.00,37.00,"-"
"Voi","-","-","-","-","-","-","-",33.71,37.50,37.00,38.00,38.00
"Mwatate","-","-","-","-","-","-","-",34.20,34.50,35.33,35.00,
"Mpeketoni",32.50,30.00,,,,30.00,30.00,30.00,31.25,33.33,33.75,40.00
"Mkunguni",50.00,"-","-","-","-",50.00,50.00,50.00,50.00,50.00,50.00,50.00
"Mokowe","-","-","-","-","-","-","-","-","-",50.00,50.00,50.00
"Mwembe  Tayari",43.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,41.67,40.00,40.00,40.00
"Majengo",40.00,40.00,40.00,40.00,39.20,40.00,40.00,40.00,40.00,40.00,40.00,40.00
"Sega",41.00,40.00,40.00,40.00,40.80,40.00,40.00,40.00,40.00,40.00,40.00,40.00
"Kongowea",34.80,35.00,35.50,37.00,39.20,40.00,40.00,39.25,38.50,39.00,40.00,40.00
"Hola",37.50,38.33,40.00,"-","-","-",50.00,35.00,35.00,40.00,38.75,40.00
"Garsen","-","-","-","-","-","-","-","-","-",40.00,"-","-"
"Bura  Tana",45.00,40.00,42.50,"-","-","-",45.00,40.71,33.33,40.00,45.00,45.00
"Runyenjes",27.27,32.05,24.24,36.36,48.00,24.24,22.73,24.24,27.50,29.74,33.12,36.36
"Embu  Town",27.27,27.27,22.73,22.73,"-",26.14,28.79,31.82,29.09,31.82,32.96,36.36
"Siakago",29.87,27.78,22.25,27.27,"-",27.27,26.14,28.41,24.09,31.82,33.33,32.96
"Mwingi",30.00,30.00,29.00,30.00,"-","-","-","-",30.00,33.25,35.00,35.00
"Kalundu",30.00,"-","-","-","-",30.00,30.00,35.00,32.75,,35.00,35.00
"Machakos  Town",35.00,35.00,35.00,30.00,34.58,30.00,30.00,31.25,35.00,42.00,35.00,35.00
"Tawa",30.22,29.50,29.00,25.00,27.75,30.00,27.67,29.50,30.00,29.75,32.50,35.00
"Tala",32.00,32.00,32.00,25.00,26.25,27.00,26.00,30.50,30.00,31.00,35.00,"-"
"Maua","-","-","-","-","-","-","-","-","-",44.44,45.23,"-"
"Kianjai","-",21.11,20.56,22.22,,27.78,27.78,27.78,27.78,34.57,38.89,"-"
"Gakoromere",33.33,33.33,24.44,22.22,24.07,27.78,33.33,33.33,33.33,35.32,38.89,38.89
"Chuka  Town",47.04,36.13,31.25,34.94,30.00,34.03,34.90,31.74,30.99,35.44,34.86,
"Kathwana","-","-",33.33,30.55,"-","-",32.75,34.79,29.57,33.11,35.28,38.97
"Wote",30.00,30.00,29.33,25.00,27.75,28.00,28.17,28.63,"-",30.80,33.00,"-"
"Marsabit",39.25,38.00,34.75,35.50,40.00,37.71,37.20,37.00,36.00,39.33,40.00,38.00
"Kibuye",30.46,32.61,30.43,31.87,33.34,35.18,35.10,29.95,34.06,33.96,34.58,37.09
"Ahero",31.35,31.13,29.80,29.64,29.94,32.27,35.15,33.51,34.64,36.33,37.17,39.33
"Kiboswa",31.49,32.98,32.98,30.78,31.95,33.55,33.56,33.17,38.69,45.06,35.57,36.81
"Sondu",30.72,30.80,30.01,30.13,,34.59,33.67,34.78,34.42,37.39,38.59,38.14
"Bondo",27.43,28.41,30.12,31.82,31.82,32.87,37.46,"-","-","-","-","-"
"Akala","-","-","-","-","-","-","-",34.66,36.36,38.32,37.08,"-"
"Siaya",27.12,27.27,30.34,31.55,31.78,32.02,34.17,33.15,39.66,39.86,37.64,"-"
"Ngiya",31.47,27.27,31.92,31.64,30.69,32.74,33.69,31.78,34.72,36.77,35.05,33.53
"Unguja",30.52,30.52,31.17,,,33.39,35.32,35.41,33.16,36.65,35.58,"-"
"Kegonga",35.87,31.25,30.44,36.96,34.78,36.96,36.96,30.43,31.52,43.48,43.48,47.83
"Homabay",27.77,26.85,27.50,27.87,28.13,32.00,"-","-",32.00,34.12,36.12,36.18
"Oyugis",24.27,24.09,24.64,27.67,"-",32.00,"-","-",26.38,32.35,36.67,37.50
"Kehacha",34.78,30.43,28.26,"-",28.26,26.09,25.00,26.09,34.78,"-",39.13,43.48
"Migori",34.78,,28.26,30.43,33.70,34.78,26.09,23.08,26.09,34.78,39.13,43.48
"Turkana",,,,,,,,37.39,53.53,43.18,45.45,
"Kabarnet",,,,,,34.05,,42.83,"-","-","-","-"
"Kimulot",,,26.00,,,32.00,32.50,36.00,32.00,32.00,"-","-"
"Sotik","-","-","-","-",,32.00,32.40,32.80,33.00,36.00,"-","-"
"Fort  Ternan","-","-","-","-",,,,,30.00,30.00,"-","-"
"Bomet","-","-","-","-",36.00,36.00,36.00,36.00,36.00,34.67,"-","-"
"Muthurwa  Narok",36.00,36.00,38.00,35.00,32.00,36.00,33.78,33.00,32.00,34.00,32.00,
"Nakuru  Town",60.00,62.50,62.50,50.00,50.91,57.50,60.00,60.00,48.89,47.50,44.29,34.29
"Mulot",29.50,"-","-","-",33.91,35.08,33.60,33.14,"-","-","-","-"
"Kitale","-","-","-","-","-","-",35.61,36.11,35.42,32.08,31.25,30.21
"Kapenguria","-","-",28.00,28.00,28.00,32.00,"-","-","-","-","-","-"
"Eldoret",24.00,27.00,27.50,28.00,32.00,32.00,32.00,32.00,32.00,32.00,32.00,32.00
"Burn  Forest",31.00,31.25,35.00,35.00,35.00,35.00,35.00,35.71,40.00,46.25,33.75,35.00
"Turbo",25.00,26.88,30.00,32.50,35.00,35.00,35.00,37.14,37.50,34.00,28.75,29.38
"Kipkaren",25.00,26.88,30.00,32.50,35.00,35.00,35.00,37.86,40.00,34.00,30.54,29.38
"Iten",23.96,24.79,28.86,26.14,29.40,34.12,34.85,34.48,32.67,34.12,"-",27.23
"Kajiado",50.00,40.00,50.00,50.00,47.33,46.67,44.00,42.50,50.00,45.00,50.00,"-"
"Bungoma  Town",26.97,24.00,26.99,27.55,29.17,35.61,36.42,30.27,30.11,28.87,32.43,34.41
"Kimilili","-","-","-","-","-","-",35.05,30.27,,21.81,26.54,
"Kapsokwony","-","-","-","-","-","-","-","-",35.16,25.67,26.80,28.28
"Bumala",35.71,35.71,35.71,35.71,35.71,33.33,41.43,45.24,40.48,40.48,40.48,40.48
"Busia  Town",35.71,38.10,38.10,38.10,38.10,42.86,41.67,39.29,36.91,40.48,40.48,40.48
"Butere",27.73,30.68,31.82,43.22,35.00,40.57,33.85,21.29,23.10,28.25,31.82,38.64
"Kakamega",33.22,40.00,40.00,37.50,38.75,40.00,40.63,38.33,32.50,34.38,35.00,40.83
"Mumias",28.25,31.82,30.69,30.69,37.50,40.00,39.07,31.00,24.00,26.00,29.50,32.00
"Mundeta",26.19,26.19,27.38,27.78,30.95,35.71,34.28,32.14,30.95,34.85,32.74,33.33
"Cheptula",28.57,26.19,,30.95,33.33,35.71,37.01,35.71,34.52,32.14,34.92,35.71
"Mbale",25.40,30.16,27.74,30.00,33.89,"-","-",35.00,35.00,32.50,"-","-"
"Muthurwa",40.91,42.86,42.50,40.91,42.86,45.00,42.86,42.86,45.45,42.86,45.45,47.62
"Kawangware",45.45,42.86,42.86,42.86,45.24,47.50,45.24,43.18,45.24,45.34,,47.62
"Burma",45.00,45.00,41.67,41.67,41.67,50.00,45.00,45.00,45.00,50.00,50.00,50.00
"Gikomba",36.36,45.24,42.86,42.86,42.86,42.86,40.91,40.00,42.86,43.18,45.24,45.45
"Kangemi",42.86,45.00,45.45,45.00,42.86,45.00,42.86,42.86,47.62,45.00,45.24,45.24
"Korokocho",37.50,42.86,40.91,42.86,40.91,42.50,42.86,40.91,42.86,45.00,42.86,42.86
"Toi",45.00,42.86,42.86,42.50,40.91,42.86,42.86,42.50,42.86,45.00,42.86,45.00
