"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1","AvgTemp","SDTemp","DDays","HWDays","MaxT","SeasPr","Prec2m","SDPrec","CVPrec","Spell","Spell4","Spell10","Spell20","MaxP","Yield0"
"15-2014","2014","15",51350,0,-0.25475174677598,-0.687070783384132,-0.168975051204122,-0.356143585116462,-0.204790563555471,-0.289812080870899,-0.0852158113257054,-0.235699010870978,-0.355389600534878,-0.248393857943654,-0.146107628936282,1.18941517894631,-0.105311579730347,-0.228528938942252,0.0250733682013298,-0.714195225209841,-0.260420559253032,-0.064160570443115,0.651725269872409,-0.0231313003288509,0.14827515088782,-0.234414341936528,0.341098695065808,-0.99758741022047,-0.260420559253032,-0.422303242649025,0.837679229980434,0.265137598955905,0.918193152552565,0.654188159483325,0.231234209754439,-0.158804108704909,-0.16904489704132,0.706202400533146,1.02136256513401,-0.0349409065477604,0.779414835705549,-0.3198747934641,0.771169541316674,1.31836976301421,1.04911063532772,1.4098192883109,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.283618510809362,1.45386820657856,-0.604038643884844,0.681102769861277,0.714598876348955,1.20089047979751,0.779938733061771,1.41178304285528,1.73053306438111,0.548805105601218,1.25368411113167,0.44184634993456,0.94499428576959,-0.524733207552247,0.831348204052713,1.14833734323616,0.704858356314502,0.807774942530906,0.412890716455869,0.538953701809665,"Machakos","Eastern","Machakos","Machakos",3.007982445972,-1.16573455552006,0.143391870211272,0,-0.20098239687582,1.19491758568835,-0.179799509118659,-0.224960217884502,-0.148035073361207,-0.291212374982418,-0.656657083246072,0.426719326444161,0.920331152530436,-0.102476545681629,1.09028451942753,-0.72490606756224,0.692599054131145,0.564495296225776,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.93060878754907,1.05061970436715,1.16105326468116,-0.800463708347233,1.22354896042935,0.648281640389038,-0.40019082574075,-0.375789952621928,1.13803723689076,-0.323477626571562,-0.348621233297272,-0.434173321482459,-1.36783448368931,-0.229718901630111,-0.628768824623702,1.53971077743685,2.51005717188749,0.820590091272589,0.80816502439512,0.837207626316635,0.0654465042884549,0.49
"16-1981","1981","16",51351,1,0.00619175399673827,0.678919096123643,0.146843174183998,-0.356143585116462,0.112819834484062,-0.0799944204176124,0.894766018919904,-0.0193706749077791,-0.355389600534878,-0.0297737151052332,0.206716352005063,-0.557294060370148,0.234509062828281,-0.228528938942252,0.170044709668544,0.446232987016234,1.01117815752489,-0.261749860235301,-0.847921423998779,-0.382604210844781,-0.699114627389466,-0.438434392458915,-0.245586618254775,-0.339504571754351,1.01117815752489,-0.460075304384303,-0.431908904611011,0.779370978842289,-0.183119772624106,0.876975373730886,-0.356884270345951,-0.189536935209856,-0.713428637660089,-0.813091614815194,-1.20018698731235,-1.00215467363974,-1.40034511524073,-0.943670525356684,-0.861055065426241,-1.13872239220279,-0.843444646040705,-0.288860672079365,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,-1.51792217427754,-1.34952856369518,-0.856164728495438,-0.926120664655644,0.923893378710334,-0.415989543726959,0.779938733061771,-0.414795210854075,0.675510957617232,-0.276645625439306,0.62724259362051,0.691412146719555,2.00371281223352,-0.123943982444784,-0.268489886911966,0.652204855716447,-1.05015398958752,-0.56038621202653,-1.70513032029078,-1.65412012365483,"Makueni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-1982","1982","16",51351,1,0.122166643229057,2.04490897563142,0.261751864885856,-0.356143585116462,0.183399922937291,0.0399013855556938,1.22142662900177,0.12253929260831,-0.355389600534878,0.152409737260118,0.0597063599461695,-0.557294060370148,0.0884208943002912,-0.228528938942252,0.315016051135757,-0.86356830920436,-0.615078651162503,-0.544020274224138,0.190295517912043,-0.310709628741595,-0.134188108537942,-0.642454442981302,-0.342080913208819,-1.11001539013878,-0.615078651162503,-0.875567983472364,0.499122394089381,0.481202044286319,0.570410123549406,0.765581766607105,-0.453614283520357,2.08926945563575,1.80645945362027,1.85877027424568,-0.38172136272685,-0.00563139845406378,-0.777556557827504,-0.111942882833239,1.20168749951721,1.87121549793804,0.648762402730551,0.277365981384056,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,1.01122661127218,-0.0997864746636558,0.795904443755342,-0.331873635457941,1.44964125264743,0.779938733061771,0.0418493525732644,0.675510957617232,0.136079740080956,0.62724259362051,-0.0572852436354303,0.733250580476805,-0.791926024290555,0.171445349473906,0.156072368196737,0.454142306899928,0.670958827075162,-1.70513032029078,0.538953701809665,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.210905539325234,-0.55678197498274,0.238552835602002,-0.224960217884502,0.178641581825485,-0.188064108413038,-0.707836408370997,-0.807309171163764,-1.20017887460015,-0.999284331054225,-1.40461188229244,-0.932765419764635,-0.858142974070432,-0.28518627013092,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,2.00227743858382,-0.130383632998756,-0.271619381908379,0.659957563270683,-1.05069103727456,-0.554209483475288,-1.69367821232529,-1.64409084821213,0.235329810971848,0.0186563481457501,0.322558072750074,-0.348621233297272,0.316039205959882,-0.602120474614178,-0.79858348736807,-0.83228667026503,-0.548045779727656,-0.877555366394399,1.04637332167455,-0.831518086889169,-0.909495423531113,-0.54588991800506,NA
"16-1983","1983","16",51351,1,0.412103866309854,0.678919096123643,0.609007373579201,-0.356143585116462,0.430430232523593,0.279692997502307,1.54808723908364,0.366219487141569,-0.355389600534878,0.37102988009854,0.236118350416841,0.31606055928808,0.270163410654767,-0.228528938942252,0.278773215768955,-1.56918892240235,-1.39064076558868,-1.39083151619065,0.651725269872409,0.609541022179186,1.18397376878228,0.785685910675407,-1.01368120608896,-1.53763735481341,-1.39064076558868,-1.70655334164849,0.753040021007671,0.731836800869598,1.32394001972292,0.876975373730886,-1.12685517521422,-0.206538073276424,-1.0447926536889,0.653812951728031,1.02136256513401,0.243499420342354,1.19460720731436,-0.111942882833239,1.34394560744435,1.13408785137294,0.503181227240672,0.277365981384056,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,-1.05443416682426,0.656591779168126,0.451499422073145,0.296009871626196,1.94714279834727,1.22375324225173,-0.110365501902516,1.73053306438111,0.136079740080956,0.836056432790897,0.317063451542062,0.52150687518402,0.143248834293524,1.05131582224565,0.280105490076665,1.20629045514365,-0.286753981115043,0.412890716455869,0.382305571419344,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.0638027049677148,-0.55678197498274,0.09258664448997,-0.224960217884502,0.323831206352903,2.0727642500416,1.79323848011095,1.87079522790024,-0.375536086271589,0.000435823131620503,-0.78088778186245,-0.101328010955054,1.22083234840905,0.28126810744021,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.797237928457351,0.169126980183464,0.158861861860206,0.450672936289402,0.676546362304846,-1.69367821232529,0.532734191112783,0.304775238652959,-0.541034096226753,0.404484677858853,-0.348621233297272,0.534851193130565,0.181967843861929,0.0179472852004076,0.388820403582941,0.108106281095476,0.0387660578949652,0.895851168073243,0.261603987300357,0.371420146357235,0.766583756975368,NA
"16-1984","1984","16",51351,1,0.209147810153296,0.678919096123643,0.370517638160254,-0.356143585116462,0.148109878710676,0.0399013855556938,1.87474784916551,0.0944769961533133,-0.355389600534878,0.0795363563139777,0.000902363122611223,0.31606055928808,0.0190053498593456,-0.228528938942252,0.206287545035347,-1.43486461925802,-1.07799228821063,-1.19324222639846,0.536367831882318,1.40038142531423,1.84305470744239,1.19372601172018,-0.874729421355139,-1.45224484220683,-1.07799228821063,-1.51769303297209,0.753040021007671,0.770728401029072,1.61375921055888,1.76812423072113,-0.987563956243079,1.42295562141146,1.45480784477336,1.72779665223289,-0.0309503807616364,-0.137524184875697,-0.466162279120894,-0.735738614725823,1.22789294045116,0.212678293166561,-0.443096413443539,0.77281430316455,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,2.08515919589626,0.125943420659424,-0.856164728495438,0.451499422073145,0.923893378710334,-0.664740316576877,1.66756775144169,-0.567010065329856,0.675510957617232,0.41122998376113,0.836056432790897,-0.805982633990416,1.58022540164794,-0.123943982444784,-0.268489886911966,1.64446983075586,-1.05015398958752,-0.970834558393761,0.412890716455869,0.382305571419344,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.240326106196737,0.319067805352802,0.27417741356239,-0.224960217884502,0.287533800221049,-0.204931120556459,-1.03672649769838,0.663022655773338,1.0381372651488,0.250365861678082,1.19423853616586,-0.101328010955054,1.36420995685592,0.28126810744021,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.521266714485834,0.136358085184682,1.05061970436715,0.284135787212825,1.20135492307138,-0.280708184413036,0.414085655117606,0.37724668830386,0.290886153116737,-0.354470614769252,0.390665732418817,-0.348621233297272,0.284780350649784,-0.973493535776137,-1.18846582063308,-0.272612594751377,0.764258341918607,0.538577743870981,0.331393092068335,1.68266268374674,0.604313886336935,0.897831124473411,NA
"16-1985","1985","16",51351,1,0.0641791986128976,0.223589136287718,0.19815460210747,-0.356143585116462,0.112819834484062,-0.0500204689242864,0.894766018919904,0.0149079530404129,-0.355389600534878,0.0430996658409069,0.0303043615343904,0.31606055928808,0.0653875545539776,-0.228528938942252,0.13380187430174,-0.797242201012764,-0.358173700758832,-0.572247315623021,0.0749380799219517,0.250068111663256,0.619047249930757,0.377645809630633,-0.496471785135288,-1.08858483678192,-0.358173700758832,-0.913340045207643,0.499122394089381,1.16396569153042,0.628373961716599,1.32254980222601,-0.608382304599407,0.345345023961365,0.139495577067144,0.889565471351049,0.319820601203577,0.155570896061265,-0.0509699075120796,0.303920938428484,1.08937846694316,0.028396381525286,-0.734258764423296,0.348144313066984,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,-0.464245373082416,0.404465694557532,-0.581715642973447,0.714598876348955,0.827764320522636,1.00184598765675,0.498493916000604,0.675510957617232,-0.689370990959568,1.04487027196128,-0.805982633990416,0.733250580476805,-0.524733207552247,0.171445349473906,0.280105490076665,-0.298005841343794,0.123694365252188,0.177555045706241,0.0690093106387028,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.00496157122470645,0.319067805352802,0.0232290590803652,-0.224960217884502,0.214938987957339,1.41170712026677,1.44421226286557,1.73951560049514,-0.0221177484164914,-0.131880079628271,-0.469025731647454,-0.72490606756224,1.24724401312295,0.776915687814949,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,1.57913151741297,-0.130383632998756,-0.271619381908379,1.66214896609164,-1.05069103727456,-0.964461432068666,0.414085655117606,0.37724668830386,0.110328041145849,-0.541034096226753,0.181242904500193,-0.348621233297272,0.253521495339687,0.311294713876465,0.366215234707596,0.795856094865597,-0.0111940935996393,-0.197256127149265,0.481915245669645,0.0976356761719281,-0.210814203592014,0.790760903619744,NA
"16-1986","1986","16",51351,1,0.122166643229057,2.04490897563142,0.263197257221728,-0.356143585116462,0.25398001139052,-0.0500204689242864,1.87474784916551,0.0273406160268037,-0.355389600534878,0.0066629753678375,0.26552034882862,1.18941517894631,0.289094922775025,-0.228528938942252,0.423744557236168,-0.526921507962982,-0.167514680962396,-0.148841694639766,0.190295517912043,0.652677771441098,0.901510509356519,-0.0303942914141407,-0.21084867207132,-0.917799811568766,-0.167514680962396,-0.460075304384303,0.583761603062145,1.3065682254485,0.686337799883792,0.431400945235765,-0.322061465603164,1.34906605981445,0.681343368583651,1.20390216418174,-0.38172136272685,0.756415811982038,-0.154768000414283,0.719784759690207,1.07814756368575,0.581242116449111,-0.00635288697390251,-0.501195667128148,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.0834473235774837,1.60141540501402,-0.0997864746636558,0.107094400390948,1.97036589051723,0.0815120019728793,0.779938733061771,-1.17586948323298,1.09751980032278,0.136079740080956,0.62724259362051,0.94097794350455,0.733250580476805,-0.257540390813938,1.27128344043858,-0.836192606842681,-1.05015398958752,-0.970834558393761,-0.528451966542643,0.538953701809665,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.0343821380962106,0.319067805352802,0.0695725366040558,-0.224960217884502,0.14234417569363,0.342598042868424,0.138719969515043,0.899325985102515,0.331300589438606,0.162155259838154,-0.0532096646941265,0.314390693449736,1.10763949963522,0.352074904636602,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.530496210273913,0.169126980183464,0.284135787212825,-0.300009050492579,0.129543764180342,0.179889669846173,0.0662716826860165,0.151995297754515,0.20521982960325,0.235038084963186,-0.348621233297272,0.378556916580077,-0.0996537829183578,-0.167095314421741,0.507539146873716,0.22740665579059,0.135951663501413,0.594806860870626,0.480228402138262,0.138526406377536,0.662967414213755,NA
"16-1987","1987","16",51351,1,0.383110144001774,2.50023893546734,0.584074355785402,-0.356143585116462,0.359850144070364,0.189771143022327,2.52806906932925,0.262495555940824,-0.355389600534878,0.261719808679329,0.50073633612285,0.31606055928808,0.525423299076245,-0.228528938942252,0.387501721869364,-0.97615548445396,-0.800890407743775,-0.48756619142637,0.536367831882318,0.681435604282372,0.0541207310792328,1.19372601172018,-0.369099315795951,-1.14529337797238,-0.800890407743775,-0.800023860001808,0.753040021007671,0.606519422577958,0.686337799883792,1.43394340934979,-0.480698687209191,-0.955895928056643,-0.956034435109757,-0.682117992802406,0.319820601203577,1.09347515505955,-0.0509699075120796,1.13564858095193,-0.54658977421889,0.642669420329536,0.321204757878324,0.77281430316455,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,0.568585015965803,-0.856164728495438,1.25511113933161,0.086715369264817,0.827764320522636,1.00184598765675,-0.871439774281415,1.51952864302834,0.136079740080956,0.836056432790897,1.06576084189705,0.733250580476805,-0.257540390813938,1.27128344043858,-0.464093241202899,-0.799437940172942,-0.0131217502035558,-0.528451966542643,1.47884248415159,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.269746673068241,1.19491758568835,0.2930931186741,-0.224960217884502,0.432723424748467,1.33840049056652,0.676522385991704,1.21439709087475,-0.375536086271589,0.764927705744325,-0.157163681432458,0.730109397854527,1.09632021475783,-0.497606661720094,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.263754492090475,1.27099288541307,-0.843329540960749,-1.05069103727456,-0.964461432068666,-0.522698285968125,0.532734191112783,0.388109751870293,0.578346792518253,0.497762559579089,-0.348621233297272,0.47233348251037,0.157939900799119,-0.224870623910753,0.507539146873715,0.0484560937479184,0.434450309292645,0.180870938467027,-0.0663326349565006,1.07010136629633,0.652605779937594,NA
"16-1988","1988","16",51351,1,0.209147810153296,1.58957901579549,0.378467296007551,-0.356143585116462,0.359850144070364,0.129823240035674,1.22142662900177,0.197845708411591,-0.355389600534878,0.334593189625469,0.147912355181505,1.18941517894631,0.190651059749683,-0.228528938942252,0.13380187430174,-0.471185282591893,0.242886937921456,-0.205295777437533,0.0749380799219517,0.00562653251242345,0.242429570696407,-0.642454442981302,-0.446294751759186,-0.880873319630788,0.242886937921456,-0.53561942785486,0.414483185116619,0.939258668386795,0.744301638050985,0.320007338111985,-0.558082697748716,0.592515415852223,-0.227371726393331,0.627618227325473,-0.264797702071779,0.639177779607253,0.260424371194531,0.511852849059345,0.400549733822297,0.642669420329536,-0.00635288697390251,-0.288860672079365,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,-0.759339769953336,-0.35191255927425,0.681102769861277,0.296009871626196,1.44964125264743,1.00184598765675,0.498493916000604,0.675510957617232,-0.276645625439306,0.836056432790897,-0.681199735597918,0.733250580476805,0.677634467770141,1.05131582224565,0.528171733836519,0.704858356314502,0.397326596163675,-1.23445897879153,-0.0876388197516181,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.505111208040271,0.319067805352802,0.529224170818619,-0.224960217884502,0.396426018616612,-0.948377117339535,-0.948630938057115,-0.676029543758665,0.331300589438606,1.10306834613071,-0.0532096646941265,1.14582810225932,-0.541202997503687,0.776915687814949,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.263754492090475,1.27099288541307,-0.467507764902891,-0.800463708347233,-0.00720688535078404,-0.522698285968125,1.46565920796632,0.415887922942737,0.0186563481457501,0.527374585522021,-0.348621233297272,0.47233348251037,-0.767489259222928,-0.485465551326225,-0.543969722273148,0.167756468443033,0.267846413967306,0.858220629672916,0.0976356761719281,0.254973276367385,-0.639144626490512,NA
"16-1989","1989","16",51351,1,-0.0228019683113419,0.678919096123643,0.111431061955125,-0.356143585116462,0.0775297902574467,-0.109968371910939,0.894766018919904,-0.0605760722341025,-0.355389600534878,0.0066629753678375,0.0891083583579476,-0.557294060370148,0.112400809652618,-0.228528938942252,0.278773215768955,-0.417678506235647,0.0659618305679842,0.0205205537535362,0.190295517912043,-0.166920464535223,1.7489002876338,-0.642454442981302,-0.295763651630878,-0.848232938364182,0.0659618305679842,-0.308987057443191,0.583761603062145,1.07753991339826,1.4398676960573,0.208613730988204,-0.407183877196642,0.336844454928082,-0.229062359128172,0.182307912481994,-0.498645023381922,-0.342690741531571,0.675616742803345,-0.943670525356684,0.0449044640044599,0.949805939731661,0.175623582388446,0.135809318018201,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,0.48378969804124,1.3063210081431,1.6650961176105,0.107094400390948,0.505304373987576,1.20089047979751,1.22375324225173,0.194064207049044,1.09751980032278,-0.276645625439306,1.04487027196128,0.566629248327057,0.94499428576959,0.00965242592436977,1.05131582224565,0.528171733836519,-0.0472897919292195,0.123694365252188,0.648226387205497,-1.34082386287418,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.152064405582225,1.19491758568835,0.194731452093206,-0.224960217884502,0.14234417569363,0.587818450184308,-0.225408343668843,0.636766730292319,-0.257729973653224,0.647313569957755,0.25865238552087,0.522250045652132,0.413390027155678,-0.28518627013092,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,0.669841521551559,1.05061970436715,0.534683637918064,0.700900265216728,0.403045063242594,-1.22528624178242,-0.0892158201229058,0.138106212218293,-0.167907133311751,0.2312543260927,-0.348621233297272,0.222262640029589,0.103170324700068,-0.225678670197313,0.439699864993273,-0.070844280947197,-0.030652231823926,0.481915245669645,1.13610164665198,-0.0943673336021641,0.0274538452758638,NA
"16-1990","1990","16",51351,1,-0.0517956906194221,-0.687070783384132,0.0883047845811666,-0.356143585116462,-0.2753706520087,-0.109968371910939,0.568105408838034,-0.0467225334778389,-0.355389600534878,-0.139083786524444,0.147912355181505,1.18941517894631,0.181185303689554,-0.228528938942252,0.206287545035347,0.241681039904337,1.07580833372707,0.0487475951524198,-0.501849110028505,0.623919938599824,-0.134188108537942,1.19372601172018,-0.272605020841908,-0.468747293537276,1.07580833372707,-0.233442933972634,-0.0933520687199592,1.34978111451458,-0.00922825812252623,0.988368980854666,-0.383968674034784,0.390463428830331,-0.239206155537217,1.02053909336384,0.319820601203577,-0.137524184875697,-0.36236418621869,-0.735738614725823,1.26532928464251,-0.708731265039815,-0.770654058295765,0.560479308115767,-0.369945079356416,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,-1.51792217427754,-1.79217015900156,0.404465694557532,-0.23731062129125,0.923893378710334,0.454638161247758,0.779938733061771,0.0418493525732644,1.30852422167556,-0.139070503599219,1.04487027196128,0.0674976547570671,0.733250580476805,-0.791926024290555,-0.268489886911966,1.39640358699601,-1.05015398958752,-0.56038621202653,0.648226387205497,0.0690093106387028,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.0932232718392179,-0.55678197498274,0.11654653763147,-0.224960217884502,0.287533800221049,0.334164536796714,-0.227086354328677,0.190415997114984,-0.493342198889955,-0.337704817254768,0.674468452474198,-0.932765419764635,0.0549460060385256,0.139654513047428,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.944412635656687,0.00298722609296329,1.05061970436715,0.534683637918064,-0.049781721565252,0.129543764180342,0.648281640389038,-1.33311584259428,0.0964389556096254,-1.10072454059926,0.179926814458284,-0.348621233297272,0.191003784719492,0.38302519096103,0.278542212615879,0.168342737471501,-0.548045779727656,-0.113954179486595,-0.308326060737226,0.261603987300357,0.138526406377536,-0.300664573469243,NA
"16-1991","1991","16",51351,1,0.209147810153296,0.223589136287718,0.371240334328189,0.0256306212729462,0.324560099843749,0.0698753370490209,1.54808723908364,0.13195259458372,0.0232407368197195,0.115973046787048,0.206716352005063,0.31606055928808,0.239872991262355,-0.228528938942252,0.315016051135757,-0.986745367274467,-0.735452354339066,-0.402885067229719,0.7670827078625,0.17817352956007,2.21967238667674,-0.0303942914141407,-0.23400730286029,-1.15518440259863,-0.735452354339066,-0.724479736531251,0.922318438953196,0.217603420983214,2.07746991589643,1.65673062359735,-0.345276668765022,0.0419400984657088,-0.552818527850203,0.260892085689667,-0.0309503807616364,-0.137524184875697,-0.154768000414283,-0.111942882833239,0.123520786806297,0.704096724209961,0.284809464005854,0.348144313066984,0.187646411918979,-0.280098767249504,-0.134939241523184,-0.0760531440705798,-0.0252860868712087,-0.0357713720007395,-0.113664925859611,-0.203268162385241,-0.191639156112566,-0.206851741384631,1.68481682143251,-0.0216037777760362,3.42997870988466,0.336697748179079,0.505304373987576,1.20089047979751,0.779938733061771,0.0418493525732644,0.675510957617232,0.136079740080956,0.418428754450123,0.816195045112052,0.52150687518402,0.143248834293524,1.05131582224565,1.14833734323616,-1.05015398958752,-1.1076506738495,-1.70513032029078,1.32219435376127,"Makueni",NA,NA,NA,NA,NA,NA,NA,0.152064405582225,1.19491758568835,0.18527359953735,-0.224960217884502,0.214938987957339,0.387360498172117,-0.237154418287678,1.03060561250761,0.331300589438606,-0.131880079628271,-0.365071714909123,-0.72490606756224,1.28497496271423,0.564495296225776,-0.11433285756292,-0.198459212108327,-0.188871105773877,-0.203207242962319,0.73283967507126,-0.797237928457351,-0.271619381908379,1.4116011153864,-1.05069103727456,-0.554209483475288,0.648281640389038,0.0662716826860165,0.249218896508071,-0.354470614769252,0.344602580952034,-0.050522011044191,0.441074627200272,-0.366787973440186,-0.632125952336792,0.439699864993273,0.525657592528377,-0.23196527200871,0.782959552872262,1.0814455429425,-0.443707943571713,0.825299684540282,NA
